Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.4318952560424805,6.4466217406000625,6.3829070233251,6.414463833272292,493729600
2010-01-05,6.443017482757568,6.479383082615439,6.409055871873718,6.449629555919628,601904800
2010-01-06,6.340533256530762,6.468564238083505,6.333921182847097,6.443017991027013,552160000
2010-01-07,6.32880973815918,6.371487255475944,6.282826987429116,6.363973537415483,477131200
2010-01-08,6.37088680267334,6.371488301483577,6.283129370186581,6.320395812817892,447610800
2010-01-11,6.314687252044678,6.401543454108958,6.264796950064792,6.395532477661553,462229600
2010-01-12,6.242854118347168,6.304465797084791,6.203783992560606,6.287033571848873,594459600
2010-01-13,6.3309149742126465,6.339330340294661,6.1340607341188615,6.247365219836971,605892000
2010-01-14,6.294247150421143,6.325203264177633,6.28192505541642,6.314684461310178,432894000
2010-01-15,6.189059734344482,6.359467290977269,6.1872564415610585,6.33933052156237,594067600
2010-01-19,6.4628520011901855,6.467360232264817,6.228430004309414,6.261188612985054,730007600
2010-01-20,6.36337423324585,6.478180660190747,6.296353057285399,6.458945939014963,612152800
2010-01-21,6.2533745765686035,6.410858921226421,6.227528184995024,6.3738926264781695,608154400
2010-01-22,5.943215370178223,6.2362435734028505,5.9254837968544205,6.214604866415606,881767600
2010-01-25,6.1031036376953125,6.152091477371567,6.01654760669144,6.086273309479745,1065699600
2010-01-26,6.189359188079834,6.422880345749358,6.088377217674999,6.189659736823896,1867110000
2010-01-27,6.247664928436279,6.328810688068745,5.996711924017105,6.2167088066475396,1722568400
2010-01-28,5.989498615264893,6.17613537041883,5.971767042111576,6.159004894746418,1173502400
2010-01-29,5.772207260131836,6.076956870273054,5.717809140329178,6.043296212897563,1245952400
2010-02-01,5.852451324462891,5.890620210171545,5.749365518936888,5.781523430119248,749876400
2010-02-02,5.886411666870117,5.900236906258077,5.811877599981068,5.887914811548451,698342400
2010-02-03,5.987692832946777,6.016845647381268,5.84313215903575,5.8656729039298074,615328000
2010-02-04,5.771906852722168,5.961848838453971,5.757480513410889,5.912559648340441,757652000
2010-02-05,5.874390125274658,5.8906197552422475,5.735840383276953,5.789337249896124,850306800
2010-02-08,5.834118366241455,5.947122281921054,5.830511781455936,5.881303714651996,478270800
2010-02-09,5.896330833435059,5.935701514100808,5.8530526179297,5.9032430531051245,632886800
2010-02-10,5.86417293548584,5.9086537503556125,5.838326544858855,5.887314387293714,370361600
2010-02-11,5.970864295959473,6.003323154863531,5.832314552956517,5.856959145523187,550345600
2010-02-12,6.0222578048706055,6.060126142239282,5.875593235065994,5.954034447101114,655468800
2010-02-16,6.113020896911621,6.1217364079160514,6.056518945299154,6.069141589390607,543737600
2010-02-17,6.0874762535095215,6.140371229837668,6.036683914686757,6.136764644742558,436396800
2010-02-18,6.098895072937012,6.127747346608409,6.038485988585398,6.0598241435584015,422825200
2010-02-19,6.061026096343994,6.1070092396129265,6.044195772349677,6.066736922252659,415469600
2010-02-22,6.023460388183594,6.0859733282901525,5.986494093423523,6.081164949256351,390563600
2010-02-23,5.922476768493652,6.050808248339019,5.881903899749985,6.010836075699763,575094800
2010-02-24,6.030673503875732,6.054115503534688,5.945919961288152,5.957641362384314,460566400
2010-02-25,6.070944309234619,6.096790692378811,5.917367549923056,5.932094033519153,665126000
2010-02-26,6.149688243865967,6.166218025370562,6.070946470452576,6.082366922736945,507460800
2010-03-01,6.281023025512695,6.296350204230422,6.1746308090455155,6.183646867338277,550093600
2010-03-02,6.276817321777344,6.336324368549187,6.2434568121648235,6.309275382616517,566546400
2010-03-03,6.291242599487305,6.307472232172387,6.249467927827662,6.27952200063702,372052800
2010-03-04,6.332718372344971,6.339029897011529,6.270205427066917,6.289741499920631,366041200
2010-03-05,6.58036470413208,6.602905460135802,6.450530447121359,6.459847458793137,899620400
2010-03-08,6.584272861480713,6.614627087522857,6.5593277114908135,6.612223098307056,429889600
2010-03-09,6.702685356140137,6.76219240728012,6.548507449186479,6.561130096206065,920259200
2010-03-10,6.757382869720459,6.776617988763062,6.708094482240464,6.7270286512813575,596218000
2010-03-11,6.777219295501709,6.777219295501709,6.7117016678147605,6.7294340458295085,405700400
2010-03-12,6.810277462005615,6.8442382593681925,6.784731225229721,6.833418506785489,416323600
2010-03-15,6.727328300476074,6.777217377488597,6.619433325356921,6.773611595683591,493502800
2010-03-16,6.745660305023193,6.761588983017509,6.687355469021328,6.737545892326674,446908000
2010-03-17,6.735745429992676,6.805771292092223,6.7101995852436405,6.759187433200796,450956800
2010-03-18,6.751672267913818,6.762191071474466,6.690361535006137,6.735141687632884,342109600
2010-03-19,6.679543972015381,6.769406053849886,6.648888396716377,6.755881759572917,559445600
2010-03-22,6.754679203033447,6.792247398489312,6.616429977228098,6.626047537989079,456419600
2010-03-23,6.863171577453613,6.875794620574367,6.735140261970984,6.781423950880647,602431200
2010-03-24,6.893528938293457,6.918474083122442,6.837627673672676,6.84153520866519,597780400
2010-03-25,6.81178092956543,6.941615574408979,6.799758980265102,6.940112429479772,542284400
2010-03-26,6.939511299133301,6.971067708447738,6.868883559296409,6.880905507149471,640875200
2010-03-29,6.984292984008789,7.0287734008581,6.96115193177875,7.002626860831929,540744400
2010-03-30,7.088281154632568,7.137270209284003,7.0401941476758445,7.110821914064359,527310000
2010-03-31,7.062730312347412,7.111118237900762,7.046501489735879,7.077457595689528,430659600
2010-04-01,7.091887474060059,7.174836534715599,6.995113168695174,7.135165698442757,603145200
2010-04-05,7.1676249504089355,7.168226048070769,7.055823192908759,7.062135119624804,684507600
2010-04-06,7.199180603027344,7.220218214060196,7.122842821725138,7.158907871019614,447017200
2010-04-07,7.23103666305542,7.270708290364544,7.1727310156688056,7.199479449674695,628502000
2010-04-08,7.21150541305542,7.259291480897426,7.154101781109246,7.226231906823068,572989200
2010-04-09,7.2668023109436035,7.269808601229493,7.226830527636271,7.255983357568252,334182800
2010-04-12,7.281830310821533,7.305272314563518,7.2674039684981535,7.279124970369145,333026400
2010-04-13,7.286035060882568,7.297155764438343,7.246363433627563,7.268904988182993,306210800
2010-04-14,7.3840131759643555,7.387619760901099,7.335325884385047,7.371691078697165,404076400
2010-04-15,7.4810895919799805,7.484395227425743,7.378604460225961,7.386718876344462,376784800
2010-04-16,7.435403823852539,7.547806616793479,7.3497494607896625,7.470566813804754,750545600
2010-04-19,7.42548942565918,7.450133624592572,7.266201772653497,7.424287230465673,566924400
2010-04-20,7.3509521484375,7.491004625376149,7.301963916630763,7.469666070028858,738326400
2010-04-21,7.7906494140625,7.821605545485403,7.685759867884849,7.778026361897752,982391200
2010-04-22,8.008539199829102,8.01695456486846,7.699882453669225,7.7611935964226,793424800
2010-04-23,8.139575004577637,8.180147881017373,8.024467645060442,8.054220766769573,796955600
2010-04-26,8.099603652954102,8.188563677832498,8.060232166873854,8.171132652380226,479068800
2010-04-27,7.875397682189941,8.049711918121588,7.829715884175617,8.032581043232902,709343600
2010-04-28,7.8621745109558105,7.934303793983597,7.706193341373344,7.91176384446238,758402400
2010-04-29,8.07375717163086,8.114630197244031,7.874497760999738,7.904851981454616,558840800
2010-04-30,7.8468475341796875,8.13176051137049,7.844142996838848,8.093892173398718,542463600
2010-05-03,8.004929542541504,8.050913082591519,7.900641172162792,7.929493841224158,454342000
2010-05-04,7.774417877197266,7.912968059449203,7.716413967509294,7.9009469104756,723819600
2010-05-05,7.693569660186768,7.758186423904771,7.475376129256087,7.604609656692095,883103200
2010-05-06,7.400845050811768,7.76149477242292,5.988297432089755,7.628655416831916,1285860800
2010-05-07,7.08858060836792,7.410461530103634,6.768503781845047,7.324506986653353,1676018400
2010-05-10,7.6334614753723145,7.653297690605477,7.469365889291675,7.521059465850873,984306400
2010-05-11,7.709501266479492,7.810783392751203,7.52857492023416,7.568846850207621,848906800
2010-05-12,7.876900672912598,7.908156935033827,7.77501747295331,7.791245497611266,654379600
2010-05-13,7.764798641204834,7.964358157353046,7.705891900147516,7.91086129274792,599712400
2010-05-14,7.628353595733643,7.708297960006213,7.49851974287999,7.668626326626843,759362800
2010-05-17,7.640370845794678,7.699277563378274,7.444718139338701,7.65479717725178,762834800
2010-05-18,7.584476470947266,7.770511771605472,7.521362022972787,7.723326811930741,782678400
2010-05-19,7.463656902313232,7.601305023080927,7.358768194838315,7.498519755641296,1025726800
2010-05-20,7.145684242248535,7.328714019025051,7.099099586766341,7.269506315907675,1282915200
2010-05-21,7.28272819519043,7.3482461907209755,6.9530331733519946,6.997212617661168,1223891200
2010-05-24,7.416168212890625,7.5405929440845565,7.4011415832023175,7.431796742400884,754238800
2010-05-25,7.369889259338379,7.416172170210988,7.127652540401853,7.193470722319894,1048006400
2010-05-26,7.336527347564697,7.577562627960775,7.32570759265015,7.5159513384974375,850654000
2010-05-27,7.614227294921875,7.630456925854554,7.486797847361458,7.5315784029868595,666282400
2010-05-28,7.720319747924805,7.7960564280078275,7.6142280452984386,7.795756280523923,815614800
2010-06-01,7.839033603668213,7.992610402021789,7.782832191765822,7.804771849035386,876472800
2010-06-02,7.932799816131592,7.958345244911062,7.824002821272919,7.950530980828071,688548000
2010-06-03,7.907858371734619,7.980889713791403,7.826410861897817,7.969769008448815,650106800
2010-06-04,7.6926703453063965,7.871191494454788,7.652698563823014,7.760291810317133,758304400
2010-06-07,7.541797637939453,7.788542137785364,7.530075835655722,7.762695748332408,886942000
2010-06-08,7.493410110473633,7.627752583311897,7.382810585931765,7.610921854507705,1000770400
2010-06-09,7.309177398681641,7.570649979102067,7.287839642609162,7.557725982419684,854630000
