Price,Close,High,Low,Open,Volume,EMA_20,EMA_50,RSI_14
2010-03-12,6.810277938842773,6.844238738583193,6.7847317002782,6.83341898524292,416323600.0,6.394127868400742,6.198413113753001,76.12923352297913
2010-03-15,6.727329730987549,6.777218818608577,6.619434732925409,6.773613036036831,493502800.0,6.425861379123295,6.219154941879846,69.76043462985625
2010-03-16,6.745662212371826,6.761590894870007,6.687357359884154,6.73754779738094,446908000.0,6.456318601337441,6.239802285820708,70.3507961507799
2010-03-17,6.735744953155518,6.805770810297791,6.710199110214925,6.759186954704131,450956800.0,6.482930634843925,6.259251017873053,69.55965312965579
2010-03-18,6.751672744750977,6.762191549054514,6.6903620075132215,6.7351421633025685,342109600.0,6.50852512150174,6.27856167382905,70.14044155025627
2010-03-19,6.679543972015381,6.769406053849886,6.648888396716377,6.755881759572917,559445600.0,6.524812631074468,6.294286469836358,64.16960252242141
2010-03-22,6.7546796798706055,6.792247877978546,6.6164304443057445,6.626048005745665,456419600.0,6.5467047309598145,6.312341105523976,67.2930186834145
2010-03-23,6.863173007965088,6.8757960537169005,6.735141665796506,6.781425364353218,602431200.0,6.576844566865079,6.333942356600098,71.19739229746438
2010-03-24,6.893527984619141,6.918473125997129,6.837626727731931,6.841534262183864,597780400.0,6.607004892365466,6.355886891032219,72.19741006319506
2010-03-25,6.811779975891113,6.941614602557335,6.799758028273902,6.940111457838574,542284400.0,6.62650728127267,6.373765051222764,65.59256708640527
2010-03-26,6.939511775970459,6.971068187453244,6.868884031280497,6.880905979959628,640875200.0,6.65631723314865,6.395951197291302,70.1826126740364
2010-03-29,6.984292984008789,7.0287734008581,6.96115193177875,7.002626860831929,540744400.0,6.687553018944854,6.4190234242213995,71.61241071043946
2010-03-30,7.08828067779541,7.137269729151292,7.040193674073557,7.110821435710858,527310000.0,6.725717557883002,6.445268806714498,74.65202954326921
2010-03-31,7.062733173370361,7.111121118525049,7.046504344184736,7.077460462678314,430659600.0,6.757814283167512,6.469483095602963,72.59542364423545
2010-04-01,7.091884136199951,7.174833157814777,6.995109876382757,7.135162340213367,603145200.0,6.7896304596467925,6.493890979547943,73.4927756057956
2010-04-05,7.167623043060303,7.16822414056218,7.055821315311254,7.062133240347657,684507600.0,6.825629753305222,6.520311844783722,75.71753621182499
2010-04-06,7.199179649353027,7.220217257599032,7.122841878163276,7.15890692268022,447017200.0,6.8612059338812035,6.546934111629577,76.59881403474769
2010-04-07,7.231035709381103,7.270707331458086,7.172730069684203,7.199478500162341,628502000.0,6.896427817262146,6.573761625266892,77.48707085152748
2010-04-08,7.211502552032471,7.259288600916294,7.154098942860059,7.226229039957672,572989200.0,6.926434934859319,6.598771073375346,75.59235696171234
2010-04-09,7.266799449920654,7.269805739022932,7.226827682350669,7.255980500804848,334182800.0,6.958850602960398,6.624968264612417,77.28563399355373
2010-04-12,7.281828880310059,7.3052708794468755,7.267402540820726,7.279123540389135,333026400.0,6.989610438898461,6.650727504443697,77.73769672559911
2010-04-13,7.286038398742676,7.297159107393039,7.246366753313404,7.268908318195514,306210800.0,7.017841673169339,6.675641657161305,77.87054118831732
2010-04-14,7.384012699127197,7.387619283831039,7.335325410691967,7.37169060265573,404076400.0,7.052715104212944,6.703420913708987,80.74975583570054
2010-04-15,7.481090545654297,7.484396181521455,7.378605400835677,7.386719817988588,376784800.0,7.093512765302596,6.733917762020568,83.09653220591113
2010-04-16,7.435405731201172,7.547808552975961,7.349751346166021,7.470568730173486,750545600.0,7.126074000150079,6.761427094145298,78.2612832065764
2010-04-19,7.425489902496338,7.450134103012288,7.266202239261798,7.42428770722563,566924400.0,7.154589800373532,6.7874687729041625,77.21111801691332
2010-04-20,7.350955963134766,7.491008512752137,7.301967705906114,7.469669946331432,738326400.0,7.173291339684126,6.809566309775951,69.64598635702812
2010-04-21,7.790648937225342,7.821605066753533,7.685759397467597,7.778025885833203,982391200.0,7.232087301354718,6.848040138303379,81.29145212158524
2010-04-22,8.008537292480469,8.016952655515587,7.69988061983163,7.761191747982875,793424800.0,7.306034919557171,6.893549830624049,84.47092730107684
2010-04-23,8.13957691192627,8.180149797873456,8.02446952543594,8.054222654117124,796955600.0,7.385419871211371,6.9424136377339405,86.01072559590831
2010-04-26,8.099600791931152,8.1885607853862,8.060229319758095,8.17112976609109,479068800.0,7.453437101756113,6.9877935261338315,83.29721517577453
2010-04-27,7.875400543212891,8.049714842470486,7.829718728603002,8.032583961358391,709343600.0,7.493624096180568,7.022601644450657,69.96557913034512
2010-04-28,7.86217737197876,7.934306681254186,7.706196145635188,7.911766723530746,758402400.0,7.528724408161348,7.055526182785093,69.26148779754725
2010-04-29,8.073756217956543,8.11462923874178,7.874496830861994,7.904851047731424,558840800.0,7.580632199570414,7.09545677239966,73.80404233746154
2010-04-30,7.84684419631958,8.13175705231526,7.844139660129185,8.093888730451765,542463600.0,7.605985723070335,7.124922945886716,63.0436395343386
2010-05-03,8.004932403564453,8.050915960049336,7.90064399591228,7.929496675285811,454342000.0,7.643980645022156,7.159433120697608,66.68765520051495
2010-05-04,7.774418354034424,7.912968544784216,7.716414440788833,7.900947395073307,723819600.0,7.656403283975704,7.183550188671601,57.74639867761611
2010-05-05,7.693570137023926,7.75818690474679,7.475376592569903,7.604610128015632,883103200.0,7.659942984266012,7.203550970959928,54.96296431404375
2010-05-06,7.400846481323242,7.761496272644483,5.988298589569493,7.628656891376922,1285860800.0,7.635267126842891,7.211288049797706,46.26730797097303
2010-05-07,7.08858060836792,7.410461530103634,6.768503781845047,7.324506986653353,1676018400.0,7.583201744130989,7.206475993271048,39.15139194889406
2010-05-10,7.633460998535156,7.653297212529215,7.4693654227050255,7.521058996035096,984306400.0,7.587988339788529,7.223220503281405,52.79443187210021
2010-05-11,7.709498405456543,7.810780494142102,7.528572126353612,7.568844041382019,848906800.0,7.599560726995007,7.242290224935332,54.33319555494492
2010-05-12,7.876901149749756,7.908157413763119,7.775017943622853,7.79124596926319,654379600.0,7.625974100590697,7.267176927869231,57.609380576046625
2010-05-13,7.764800548553467,7.964360113721567,7.70589379302627,7.910863235975448,599712400.0,7.639195667063341,7.28669157966077,54.77548352409648
2010-05-14,7.628354072570801,7.708298441840576,7.498520211601425,7.66862680598139,759362800.0,7.638163134254528,7.300090108794497,51.45746851682435
2010-05-17,7.640376091003418,7.699282849027201,7.444723250229447,7.654802432364374,762834800.0,7.6383738920401365,7.3134346571164155,51.73488052800573
2010-05-18,7.584475040435791,7.770510306005796,7.5213606043653565,7.723325355230642,782678400.0,7.633240668077818,7.3240636917563915,50.29555280800889
2010-05-19,7.463657379150391,7.601305508712131,7.358768664974356,7.498520234705768,1025726800.0,7.617089878656158,7.3295379540071375,47.236750618134366
2010-05-20,7.1456828117370605,7.328712551872411,7.09909816558076,7.269504860607967,1282915200.0,7.572193967521005,7.322327948427919,40.29158232822287
2010-05-21,7.28273344039917,7.348251483117466,6.953038181105874,6.997217657234223,1223891200.0,7.544626298271306,7.32077522262287,44.10610716252624
2010-05-24,7.416170120239258,7.540594883433723,7.4011434866862835,7.431798653768985,754238800.0,7.532392376553968,7.324516198999983,47.61515604252936
2010-05-25,7.369890213012695,7.416173129874379,7.127653462730388,7.193471653165396,1048006400.0,7.516915980026228,7.3262955720985214,46.52420329497734
2010-05-26,7.336526870727539,7.577562135457542,7.325707116516221,7.515950849998627,850654000.0,7.4997360648549245,7.326696799495738,45.71110287959846
2010-05-27,7.614229679107666,7.630459315122206,7.486800191646223,7.531580761293423,666282400.0,7.510640218593281,7.337972598696206,53.06412043776546
2010-05-28,7.720322132110596,7.7960588355825875,7.6142303967210365,7.795758688005992,815614800.0,7.530609924642548,7.3529666980457895,55.54153102563411
2010-06-01,7.839033126831055,7.992609915842775,7.782831718347315,7.804771374282321,876472800.0,7.559983562946216,7.3720281266256045,58.20016604865834
2010-06-02,7.932808876037598,7.958354333992036,7.824011756923861,7.950540060984516,688548000.0,7.595490735621586,7.39401952856333,60.22371058644806
2010-06-03,7.9078545570373535,7.980885863864313,7.826407086490278,7.9697651638862785,650106800.0,7.625239670994516,7.414169921836821,59.399644727304874
2010-06-04,7.692669868469238,7.871191006551834,7.652698089463543,7.760291329288398,758304400.0,7.631661594563537,7.425091488371426,52.70268784089602
2010-06-07,7.5417938232421875,7.788538198282898,7.53007202688743,7.762691821903237,886942000.0,7.623102759199599,7.429668050523221,48.56804599288832
2010-06-08,7.493412017822266,7.627754524855631,7.382812465128749,7.610923791767401,1000770400.0,7.610751260020805,7.432167813946712,47.2869177656264
2010-06-09,7.309174537658691,7.570647015731205,7.287836789938426,7.557723024107647,854630000.0,7.58202966741489,7.427344548209928,42.67102565947235
2010-06-10,7.528875827789307,7.543000417556072,7.279124992040052,7.358468269987841,776356000.0,7.576967396974359,7.431326167016962,49.057147584498004
2010-06-11,7.61903715133667,7.629555955682924,7.434504242679554,7.460350631080823,545759200.0,7.58097404024696,7.438687382088324,51.44742158121534
2010-06-14,7.642178535461426,7.78854216287389,7.634064120613242,7.692669922087235,602960400.0,7.586803039791194,7.446667427318642,52.069054720545694
2010-06-15,7.804771900177002,7.8095806801616625,7.678844783195519,7.683052465682097,585074000.0,7.607561978875557,7.4607107399797545,56.302346004815476
2010-06-16,8.03197956085205,8.04700619132111,7.833020360568658,7.847145746324154,783678000.0,7.647982700968557,7.483113438837492,61.4289362820524
2010-06-17,8.1708345413208,8.201790669881838,8.099605671633846,8.132665240761042,872855200.0,7.697778114335437,7.510082893836838,64.19367096711863
2010-06-18,8.236952781677246,8.264904224115472,8.157309348114133,8.182254499720766,784621600.0,7.749128082653704,7.538587595320776,65.46313180226186
2010-06-21,8.119739532470703,8.385418198702922,8.076461316388826,8.34574656750565,776490400.0,7.784424411207704,7.561377867365872,61.313086934076395
2010-06-22,8.230335235595703,8.294049933873577,8.159708320768717,8.179543725880514,717262000.0,7.826892108768465,7.587611489649395,63.654372650475196
2010-06-23,8.143779754638672,8.25468019436202,8.051513330241809,8.252275805287635,768457200.0,7.857071884565627,7.609422009845052,60.56511664716872
2010-06-24,8.084578514099121,8.210805805848288,8.057529120838401,8.144685869300076,714277200.0,7.878739182616436,7.6280555982471725,58.47478494565062
